student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
1592,student 5613,12,United Arab Emirates,Male,Middle school (10-13),Gulf Indian High School,Mathematics,7,Virtual Reality,48,4,Applied Tech,In-person,AI
228,student 5614,6,UAE,Male,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,48,4,Applied Tech,Hybrid,Coding for kids
2438,student 5615,6,Turkey,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,28,Virtual Robotics & Mechatronics,48,3,Beginner,In-person,App Development
5,student 5616,6,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Music,33,Young Product Designer,48,5,Proficiency,Online,Graphics Designing
98,student 5617,6,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Science,46,3D Designing,24,3,Proficiency,In-person,Technology Innovative Learning
2215,student 5618,6,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Music,47,Artificial Intelligence of Things,8,3,Beginner,Online,App Development
1606,student 5619,6,Kuwait,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,24,3,Beginner,In-person,AI
912,student 5620,6,Syria,Female,Elementary school (5-9),Gulf Indian High School,Sports,18,Graphic Designing,24,3,Beginner,Online,3D Designing
1584,student 5621,8,Afghanistan,Male,Elementary school (5-9),English Language Private School,Mathematics,0,Robotics Innovative Learning,48,4,Beginner,In-person,Game Development
1533,student 5622,6,KSA,Female,Elementary school (5-9),Gulf Indian High School,Music,50,Young Designer,24,5,Proficiency,Online,Robotics Innovative Learning
1686,student 5623,6,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,3,Beginner,Online,Python
1516,student 5625,6,IndiaSpain,Male,Elementary school (5-9),Gulf Indian High School,Art,27,Young Innovator,48,3,Applied Tech,Hybrid,App Development
286,student 5626,6,Malaysia,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,28,Virtual Robotics & Mechatronics,48,3,Proficiency,In-person,App Development
2143,student 5627,10,Ukraine,Male,Middle school (10-13),English Language Private School,Sports,47,Artificial Intelligence of Things,48,5,Intermediate,In-person,3D Designing
151,student 5628,8,Armenia,Male,Elementary school (5-9),English Language Private School,Art,3,Artificial Intelligence,48,3,Beginner,In-person,Coding for kids
2762,student 5629,8,Cuba,Female,Elementary school (5-9),English Language Private School,Mathematics,3,Artificial Intelligence,24,3,Intermediate,Hybrid,AI
1198,student 5630,8,United States,Male,Elementary school (5-9),English Language Private School,Mathematics,1,Robotics,48,4,Applied Tech,In-person,Technology Innovative Learning
1,student 5631,8,Armenia,Female,Elementary school (5-9),English Language Private School,Sports,15,Data Analysis with Python,48,3,Proficiency,In-person,3D Designing
2960,student 5634,8,Qatar,Female,Elementary school (5-9),English Language Private School,Sports,26,Internet of Things,48,4,Applied Tech,Hybrid,Game Development
477,student 5635,8,Cook Islands,Male,Elementary school (5-9),English Language Private School,Music,42,Augmented & Virtual Reality,8,4,Proficiency,Online,AI
785,student 5637,11,Poland,Male,Middle school (10-13),Gulf Indian High School,Art,17,3D Designing & Modelling,96,4,Beginner,Hybrid,Graphics Designing
2339,student 5638,6,Bahrain,Female,Elementary school (5-9),Gulf Indian High School,Science,0,Robotics Innovative Learning,24,3,Applied Tech,Online,AI
2018,student 5640,9,United States,Male,Elementary school (5-9),English Language Private School,Mathematics,44,App Design and Development,48,4,Applied Tech,Online,Technology Innovative Learning
1498,student 5642,6,Palestine,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,24,5,Proficiency,Online,Technology Innovative Learning
1937,student 5643,6,Poland,Male,Elementary school (5-9),Gulf Indian High School,Technology,2,Python Programming,48,3,Proficiency,Online,Technology Innovative Learning
1125,student 5644,10,Palestine,Male,Middle school (10-13),English Language Private School,Science,4,Technology Innovative Learning,8,3,Proficiency,Online,App Development
1623,student 5645,14,Srilanka,Male,High school/College (14+),Gulf Indian High School,Music,23,Virtual Robotics,48,3,Beginner,In-person,Graphics Designing
1819,student 5647,6,New Zealand,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,5,Applied Tech,Online,Graphics Designing
1167,student 5648,6,Taiwan,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,24,5,Applied Tech,Hybrid,Game Development
2040,student 5649,6,Taiwan,Female,Elementary school (5-9),Gulf Indian High School,Technology,12,First LEGO League,24,3,Beginner,Online,Python
2839,student 5650,8,Cuba,Male,Elementary school (5-9),English Language Private School,Art,24,Coding For Kids,8,4,Applied Tech,In-person,Python
1556,student 5651,10,Russia,Male,Middle school (10-13),English Language Private School,Sports,1,Robotics,24,5,Beginner,Hybrid,Coding for kids
1737,student 5652,11,Saudi Arabia,Male,Middle school (10-13),Gulf Indian High School,Art,7,Virtual Reality,24,5,Intermediate,Hybrid,Game Development
2041,student 5655,6,Poland,Female,Elementary school (5-9),Gulf Indian High School,Art,50,Young Designer,24,4,Beginner,In-person,3D Designing
2017,student 5656,6,Korea,Male,Elementary school (5-9),Gulf Indian High School,Sports,35,Young Web Developer,8,4,Applied Tech,In-person,Technology Innovative Learning
1299,student 5658,8,Taiwan,Female,Elementary school (5-9),English Language Private School,Music,49,Coding For kids,24,3,Proficiency,Online,Graphics Designing
2798,student 5659,5,China,Female,Elementary school (5-9),Gulf Indian High School,Sports,23,Virtual Robotics,96,4,Applied Tech,In-person,Graphics Designing
462,student 5660,6,Iran (Islamic Republic of),Female,Elementary school (5-9),Gulf Indian High School,Art,2,Python Programming,96,3,Proficiency,Hybrid,Graphics Designing
1703,student 5661,6,UK,Male,Elementary school (5-9),Gulf Indian High School,Art,42,Augmented & Virtual Reality,48,4,Applied Tech,Hybrid,3D Designing
1688,student 5662,6,Cook Islands,Male,Elementary school (5-9),Gulf Indian High School,Art,25,Artificial Intelligence and Machine Learning,48,3,Applied Tech,Online,Graphics Designing
2730,student 5664,6,Srilanka,Male,Elementary school (5-9),Gulf Indian High School,Music,23,Virtual Robotics,48,4,Beginner,Hybrid,Technology Innovative Learning
1368,student 5667,9,Venezuela,Male,Elementary school (5-9),English Language Private School,Mathematics,1,Robotics,48,4,Proficiency,In-person,3D Designing
1541,student 5668,9,United States,Male,Elementary school (5-9),English Language Private School,Science,3,Artificial Intelligence,48,3,Proficiency,Online,3D Designing
2716,student 5670,12,India,Male,Middle school (10-13),English Language Private School,Music,25,Artificial Intelligence and Machine Learning,24,3,Beginner,Online,Graphics Designing
131,student 5671,8,United Kingdom,Male,Elementary school (5-9),English Language Private School,Technology,15,Data Analysis with Python,48,5,Beginner,In-person,Graphics Designing
1949,student 5672,6,Afghanistan,Male,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,8,4,Proficiency,Hybrid,Technology Innovative Learning
699,student 5674,6,Malaysia,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,96,4,Intermediate,Hybrid,App Development
1933,student 5675,6,Uganda,Female,Elementary school (5-9),Gulf Indian High School,Science,25,Artificial Intelligence and Machine Learning,48,3,Intermediate,Hybrid,Robotics Innovative Learning
2555,student 5676,6,Switzerland,Male,Elementary school (5-9),Gulf Indian High School,Art,22,Data Science,48,4,Intermediate,Hybrid,Technology Innovative Learning
758,student 5677,10,IndiaSpain,Female,Middle school (10-13),English Language Private School,Music,23,Virtual Robotics,24,4,Beginner,Hybrid,Coding for kids
790,student 5678,8,Jordan,Female,Elementary school (5-9),English Language Private School,Technology,3,Artificial Intelligence,48,4,Intermediate,Online,3D Designing
1305,student 5679,6,China,Male,Elementary school (5-9),Gulf Indian High School,Music,24,Coding For Kids,24,5,Proficiency,Hybrid,Technology Innovative Learning
606,student 5681,8,Srilanka,Female,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,48,4,Beginner,Hybrid,Coding for kids
451,student 5682,7,Ireland,Female,Elementary school (5-9),Gulf Indian High School,Science,4,Technology Innovative Learning,24,3,Proficiency,In-person,3D Designing
1057,student 5684,5,Iraq,Male,Elementary school (5-9),Gulf Indian High School,Art,28,Virtual Robotics & Mechatronics,24,4,Beginner,Online,Game Development
15,student 5685,9,Saudi Arabia,Female,Elementary school (5-9),English Language Private School,Music,27,Young Innovator,24,3,Applied Tech,In-person,Python
1409,student 5688,11,Korea,Male,Middle school (10-13),Gulf Indian High School,Art,7,Virtual Reality,48,5,Beginner,Hybrid,Graphics Designing
2609,student 5689,9,China,Male,Elementary school (5-9),English Language Private School,Music,3,Artificial Intelligence,24,4,Proficiency,Online,App Development
1573,student 5691,9,Cook Islands,Female,Elementary school (5-9),English Language Private School,Science,37,Electronics for Kids,96,3,Applied Tech,Online,Graphics Designing
1378,student 5692,8,Pakistan,Female,Elementary school (5-9),English Language Private School,Art,0,Robotics Innovative Learning,48,4,Beginner,In-person,Technology Innovative Learning
150,student 5693,8,Poland,Female,Elementary school (5-9),English Language Private School,Technology,22,Data Science,24,4,Applied Tech,In-person,Graphics Designing
900,student 5694,8,Turkey,Male,Elementary school (5-9),English Language Private School,Art,0,Robotics Innovative Learning,24,5,Applied Tech,Hybrid,App Development
2008,student 5696,10,Canada,Male,Middle school (10-13),English Language Private School,Technology,2,Python Programming,24,5,Intermediate,Online,Robotics Innovative Learning
1147,student 5697,5,Iraq,Male,Elementary school (5-9),Gulf Indian High School,Technology,18,Graphic Designing,48,3,Beginner,Online,Python
158,student 5698,9,Qatar,Female,Elementary school (5-9),English Language Private School,Technology,25,Artificial Intelligence and Machine Learning,96,4,Proficiency,Hybrid,Graphics Designing
1989,student 5699,6,Switzerland,Female,Elementary school (5-9),Gulf Indian High School,Science,23,Virtual Robotics,24,3,Beginner,In-person,Python
2745,student 5700,10,India,Female,Middle school (10-13),English Language Private School,Art,15,Data Analysis with Python,24,4,Applied Tech,Hybrid,Technology Innovative Learning
151,student 5701,8,Bosnia and Herzegovina,Male,Elementary school (5-9),English Language Private School,Sports,22,Data Science,48,4,Applied Tech,In-person,Coding for kids
1773,student 5702,7,USA,Female,Elementary school (5-9),Gulf Indian High School,Sports,34,Game Combat Championship,48,3,Beginner,Online,Technology Innovative Learning
845,student 5703,10,Venezuela,Male,Middle school (10-13),English Language Private School,Music,1,Robotics,96,4,Applied Tech,In-person,Coding for kids
1017,student 5704,10,Pakistan,Female,Middle school (10-13),English Language Private School,Technology,7,Virtual Reality,96,4,Beginner,Online,Game Development
933,student 5705,10,Canada,Male,Middle school (10-13),English Language Private School,Mathematics,20,Young Game Developer,96,3,Intermediate,Online,AI
471,student 5707,11,Pakistan,Male,Middle school (10-13),Gulf Indian High School,Mathematics,38,Game Development,48,3,Proficiency,Hybrid,Graphics Designing
2075,student 5708,9,Korea,Female,Elementary school (5-9),English Language Private School,Art,35,Young Web Developer,24,3,Beginner,In-person,Python
2069,student 5709,9,Ireland,Male,Elementary school (5-9),English Language Private School,Science,2,Python Programming,24,5,Beginner,Online,3D Designing
577,student 5710,5,New Zealand,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,42,Augmented & Virtual Reality,48,5,Beginner,Online,Robotics Innovative Learning
488,student 5712,6,Kuwait,Female,Elementary school (5-9),Gulf Indian High School,Science,26,Internet of Things,8,3,Intermediate,In-person,Graphics Designing
1123,student 5714,11,India,Male,Middle school (10-13),English Language Private School,Mathematics,5,Game and App Development,24,3,Beginner,In-person,Technology Innovative Learning
164,student 5715,5,Egypt,Male,Elementary school (5-9),Gulf Indian High School,Technology,17,3D Designing & Modelling,48,4,Beginner,In-person,App Development
991,student 5716,5,Armenia,Male,Elementary school (5-9),Gulf Indian High School,Science,50,Young Designer,24,3,Proficiency,Hybrid,Python
1571,student 5717,5,UAE,Female,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,24,4,Proficiency,Hybrid,3D Designing
2556,student 5718,5,USA,Female,Elementary school (5-9),Gulf Indian High School,Technology,29,Web Development,8,4,Intermediate,Hybrid,Robotics Innovative Learning
339,student 5720,5,Iraq,Male,Elementary school (5-9),Gulf Indian High School,Technology,48,Drone Technology & Aerodynamics,24,5,Intermediate,In-person,Game Development
1797,student 5721,8,Uruguay,Female,Elementary school (5-9),Gulf Indian High School,Art,10,LEGO Robotics,48,5,Intermediate,Hybrid,Game Development
2738,student 5722,5,KSA,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,9,Artificial Intelligence for Non Programmers,8,4,Beginner,In-person,Graphics Designing
24,student 5723,9,Cuba,Female,Elementary school (5-9),English Language Private School,Mathematics,17,3D Designing & Modelling,24,4,Proficiency,In-person,Technology Innovative Learning
809,student 5724,8,China,Male,Elementary school (5-9),English Language Private School,Art,14,Scratch Coding,48,4,Applied Tech,Hybrid,3D Designing
1260,student 5725,8,Iraq,Female,Elementary school (5-9),English Language Private School,Sports,3,Artificial Intelligence,24,5,Proficiency,Hybrid,AI
2234,student 5726,8,United Kingdom,Female,Elementary school (5-9),English Language Private School,Sports,23,Virtual Robotics,8,3,Beginner,Hybrid,Coding for kids
597,student 5727,8,Pakistan,Male,Elementary school (5-9),English Language Private School,Mathematics,1,Robotics,8,3,Intermediate,Online,Python
850,student 5728,8,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Music,0,Robotics Innovative Learning,24,3,Intermediate,Hybrid,Graphics Designing
319,student 5729,10,Venezuela,Male,Middle school (10-13),English Language Private School,Technology,16,Game Development with Unity,48,3,Proficiency,Online,Graphics Designing
466,student 5730,10,IndiaSpain,Female,Middle school (10-13),English Language Private School,Music,18,Graphic Designing,24,5,Intermediate,In-person,Coding for kids
2902,student 5731,6,KSA,Male,Elementary school (5-9),Gulf Indian High School,Sports,40,Microsoft Arcade,96,5,Applied Tech,In-person,Technology Innovative Learning
