Student Name,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 6203,World Robot Olympiad (WRO),India,English Language Private School,Male,5,Hybrid,96,Mathematics,Beginner,Game Development,4
student 6204,Young Data Scientist,United Arab Emirates,English Language Private School,Female,4,In-person,96,Mathematics,Beginner,Game Development,5
student 6205,Spring Camps,Turkey,English Language Private School,Female,7,Online,48,Mathematics,Intermediate,App Development,3
student 6206,3D Designing and Printing,USA,Gulf Indian High School,Male,3,Hybrid,24,Science,Applied Tech,Graphics Designing,3
student 6207,"CIS, Dubai - Stem Junior Year (3 -6)",Malaysia,English Language Private School,Male,7,In-person,48,Science,Beginner,Coding for kids,3
student 6208,Train the Trainer,Palestine,English Language Private School,Female,7,In-person,24,Music,Proficiency,Python,5
student 6209,Augmented & Virtual Reality,Palestine,English Language Private School,Female,7,Hybrid,96,Art,Intermediate,Coding for kids,4
student 6210,Young Entrepreneur,Egypt,English Language Private School,Female,8,In-person,8,Art,Applied Tech,Technology Innovative Learning,4
student 6211,JAVA,Syria,Gulf Indian High School,Female,5,Hybrid,8,Science,Proficiency,Graphics Designing,3
student 6212,"Public Speaking, Design Thinking and Junior Entrepreneur Program for Students",Malaysia,English Language Private School,Male,9,Hybrid,48,Science,Beginner,Python,4
student 6213,World Robot Olympiad Webinar,Armenia,Gulf Indian High School,Male,2,Online,24,Technology,Intermediate,Python,5
student 6214,Gulf News - Metaverse,Bahrain,English Language Private School,Male,9,In-person,48,Sports,Intermediate,Robotics Innovative Learning,3
student 6215,Graphic Designing,UAE,English Language Private School,Female,7,Online,96,Technology,Proficiency,Game Development,4
student 6216,Graphics Designing,United Kingdom,English Language Private School,Male,7,Hybrid,48,Music,Proficiency,Python,4
student 6217,Game Development - Block-Based,Cuba,English Language Private School,Male,7,Online,48,Sports,Proficiency,Technology Innovative Learning,5
student 6218,STEM Sr,Jordan,Gulf Indian High School,Male,1,Online,24,Art,Proficiency,Robotics Innovative Learning,3
student 6219,AI,Uganda,Gulf Indian High School,Male,8,Online,24,Art,Beginner,Coding for kids,3
student 6220,Public Speaking & Entrepreneurship,Bosnia and Herzegovina,English Language Private School,Male,7,Online,48,Sports,Beginner,Coding for kids,3
student 6221,Electronics for Kids,Venezuela,English Language Private School,Male,8,In-person,48,Science,Intermediate,Python,4
student 6222,Gulf News - Artificial Intelligence,KSA,English Language Private School,Male,10,Hybrid,48,Science,Beginner,Graphics Designing,4
student 6223,Python Coding,Canada,Gulf Indian High School,Female,KG 1,Hybrid,24,Mathematics,Intermediate,Game Development,4
student 6224,Gulf News - Game and App Development,Palestine,English Language Private School,Female,7,In-person,24,Science,Proficiency,Coding for kids,5
student 6225,Technology Onsite - Sunmarke - Team 1,United Arab Emirates,Gulf Indian High School,Female,1,In-person,8,Music,Applied Tech,Technology Innovative Learning,4
student 6226,Young App Developer,Ukraine,English Language Private School,Female,8,Hybrid,48,Sports,Intermediate,Robotics Innovative Learning,3
student 6227,Mid Term Program,Ukraine,Gulf Indian High School,Female,8,Online,8,Art,Proficiency,Technology Innovative Learning,5
student 6228,Drone Technology & Aerodynamics,Nigeria,Gulf Indian High School,Female,FS 1,Hybrid,24,Music,Intermediate,AI,5
student 6229,Summer Camps,Venezuela,English Language Private School,Male,5,In-person,24,Sports,Intermediate,Python,5
student 6230,Data Science,Bahrain,English Language Private School,Female,5,Online,24,Science,Applied Tech,Python,3
student 6231,Young App Developer,Pakistan,English Language Private School,Male,7,Online,48,Mathematics,Proficiency,Coding for kids,5
student 6232,Graphic Designing,Egypt,English Language Private School,Male,7,Hybrid,48,Technology,Applied Tech,Game Development,3
student 6233,Train the Trainer,Syria,English Language Private School,Female,7,Hybrid,48,Music,Proficiency,App Development,5
student 6234,Python,Ireland,English Language Private School,Female,7,Hybrid,48,Mathematics,Applied Tech,Robotics Innovative Learning,4
student 6235,Public Speaking,Taiwan,Gulf Indian High School,Male,1,In-person,48,Music,Applied Tech,Technology Innovative Learning,4
student 6236,Game Development with Unity,Russia,English Language Private School,Male,8,In-person,24,Sports,Intermediate,Technology Innovative Learning,3
student 6237,Young Product Designer,United Arab Emirates,English Language Private School,Male,7,Online,48,Technology,Intermediate,Python,4
student 6238,Game Development - Microsoft Arcade,Uganda,Gulf Indian High School,Female,1,Online,48,Science,Proficiency,Python,4
student 6239,Space STEM,Cook Islands,English Language Private School,Male,7,In-person,24,Science,Applied Tech,Robotics Innovative Learning,3
student 6240,JAVA,USA,Gulf Indian High School,Female,1,Online,48,Science,Applied Tech,AI,4
student 6241,Tech Summer Camp for Juniors,Syria,Gulf Indian High School,Female,3,Hybrid,48,Art,Applied Tech,AI,4
student 6242,School,Switzerland,English Language Private School,Female,11,In-person,48,Science,Applied Tech,Python,3
student 6243,3D Designing,Malaysia,Gulf Indian High School,Male,4,Hybrid,24,Technology,Beginner,Graphics Designing,5
student 6244,Young Product Designer,Pakistan,English Language Private School,Female,5,Online,48,Sports,Intermediate,Game Development,4
student 6245,"CIS, Dubai - Stem Junior Year (3 -6)",Poland,English Language Private School,Male,5,Hybrid,24,Science,Proficiency,Robotics Innovative Learning,5
student 6246,Art & Craft for Juniors,Turkey,Gulf Indian High School,Female,7,In-person,24,Technology,Applied Tech,Graphics Designing,3
student 6247,Virtual Robotics & Mechatronics,Switzerland,English Language Private School,Male,8,Hybrid,24,Mathematics,Proficiency,Coding for kids,3
student 6248,Robotics Innovative Learning,China,English Language Private School,Male,4,Hybrid,48,Mathematics,Applied Tech,Game Development,3
student 6249,Virtual Robotics & Mechatronics,Saudi Arabia,English Language Private School,Female,8,In-person,96,Mathematics,Intermediate,App Development,5
student 6250,Young Entrepreneur,Pakistan,English Language Private School,Female,10,In-person,48,Science,Proficiency,Game Development,3
student 6251,Virtual Robotics & Mechatronics,Iraq,Gulf Indian High School,Male,1,Online,48,Science,Proficiency,AI,4
student 6252,Summer Camp 2022,Syria,Gulf Indian High School,Male,3,Hybrid,96,Science,Proficiency,3D Designing,3
student 6253,FIRST LEGO LEAGUE (FLL - 2022/23),Bahrain,Gulf Indian High School,Female,3,Hybrid,48,Mathematics,Beginner,AI,4
student 6254,World Robot Olympiad Webinar,Ukraine,Gulf Indian High School,Male,3,In-person,48,Art,Applied Tech,Game Development,4
student 6255,French Language Course,United Arab Emirates,English Language Private School,Male,8,Online,8,Science,Beginner,Python,5
student 6256,Microsoft Arcade,Uruguay,English Language Private School,Male,8,Online,24,Science,Intermediate,Python,3
student 6257,Microsoft Arcade,Iraq,English Language Private School,Female,5,Online,24,Mathematics,Beginner,AI,3
student 6258,Public Speaking,Russia,English Language Private School,Male,4,In-person,48,Technology,Beginner,Game Development,3
student 6259,ALIF Robotics Workshop,United Kingdom,English Language Private School,Male,4,In-person,96,Mathematics,Beginner,Robotics Innovative Learning,4
student 6260,Gulf News - Robotics Innovative Learning,Afghanistan,Gulf Indian High School,Female,3,In-person,8,Mathematics,Applied Tech,Game Development,3
student 6261,Young Coder,Ukraine,English Language Private School,Male,8,Online,24,Science,Applied Tech,App Development,3
student 6262,VEX IQ Competition (VIQC - 2022 / 23),Ireland,Gulf Indian High School,Male,3,Online,48,Technology,Applied Tech,AI,3
student 6263,Graphics Designing,Singapore,Gulf Indian High School,Male,4,Hybrid,96,Art,Applied Tech,Python,3
student 6264,STEM Jr,Ukraine,Gulf Indian High School,Female,5,Hybrid,48,Mathematics,Beginner,Game Development,5
student 6265,Summer Camps,Uruguay,English Language Private School,Female,4,Hybrid,24,Science,Beginner,App Development,4
student 6266,Gulf News - Game and App Development,Egypt,English Language Private School,Female,4,Hybrid,24,Music,Proficiency,Technology Innovative Learning,5
student 6267,Winter Camp 2021,Cook Islands,English Language Private School,Female,7,Online,48,Music,Intermediate,AI,3
student 6268,Tech Summer Camp for Juniors,Bosnia and Herzegovina,English Language Private School,Female,4,In-person,24,Science,Beginner,Coding for kids,3
student 6269,Young Honcho,Oman,English Language Private School,Female,4,Hybrid,48,Mathematics,Proficiency,App Development,3
student 6270,Graphic Designing & Animation,KSA,English Language Private School,Female,4,Online,24,Science,Applied Tech,3D Designing,5
student 6271,Drone Technology & Aerodynamics,Saudi Arabia,English Language Private School,Female,7,In-person,48,Sports,Intermediate,App Development,4
student 6272,Python Programming,Ukraine,English Language Private School,Female,11,In-person,48,Mathematics,Beginner,3D Designing,3
student 6273,Spring Camps,Cook Islands,English Language Private School,Female,7,Hybrid,48,Music,Intermediate,Game Development,3
student 6274,Summer Camps,Nigeria,Gulf Indian High School,Female,1,Hybrid,48,Music,Proficiency,3D Designing,5
student 6275,Scratch Coding,India,English Language Private School,Female,7,Online,24,Mathematics,Applied Tech,AI,4
student 6276,Artificial Intelligence Winter Internship Program,Singapore,Gulf Indian High School,Female,8,Online,48,Technology,Beginner,App Development,5
student 6277,Young Honcho,Srilanka,English Language Private School,Male,5,Online,48,Art,Applied Tech,Python,5
student 6278,Artificial Intelligence & Machine Learning,India,Gulf Indian High School,Female,1,Hybrid,96,Art,Intermediate,Technology Innovative Learning,3
student 6279,Young Designer Program,Pakistan,Gulf Indian High School,Female,1,Hybrid,48,Mathematics,Beginner,Robotics Innovative Learning,3
student 6280,Technology Onsite,Saudi Arabia,Gulf Indian High School,Female,1,In-person,24,Art,Applied Tech,AI,3
student 6281,Summer Camps,Egypt,English Language Private School,Male,4,In-person,96,Art,Proficiency,App Development,5
student 6282,ALIF Robotics Workshop,Pakistan,Gulf Indian High School,Female,2,Online,24,Art,Applied Tech,AI,5
student 6283,Young Product Designer,Bahrain,Gulf Indian High School,Male,1,Online,48,Technology,Beginner,Game Development,5
student 6284,Spring Camp,Cuba,English Language Private School,Female,9,Online,48,Sports,Applied Tech,AI,4
student 6285,3D Designing and Printing,India,English Language Private School,Male,7,Online,48,Science,Proficiency,Robotics Innovative Learning,4
student 6286,VEX IQ Competition (VIQC - 2022 / 23),Oman,English Language Private School,Female,7,In-person,48,Technology,Intermediate,Technology Innovative Learning,3
student 6287,Technology Onsite,Canada,Gulf Indian High School,Female,1,Hybrid,24,Sports,Intermediate,Graphics Designing,3
student 6288,Graphic Designing,Jordan,Gulf Indian High School,Male,2,Online,24,Music,Intermediate,Graphics Designing,5
student 6289,Coding For Kids,India,English Language Private School,Female,5,In-person,8,Sports,Intermediate,Robotics Innovative Learning,3
student 6290,Tech Summer Camp for Juniors,Bahrain,Gulf Indian High School,Male,1,Hybrid,24,Mathematics,Applied Tech,Graphics Designing,4
student 6291,Tech Innovator,India,Gulf Indian High School,Female,2,Online,96,Technology,Intermediate,Game Development,4
student 6292,Gulf News - Game and App Development,Afghanistan,English Language Private School,Male,7,In-person,8,Music,Intermediate,AI,5
student 6293,Graphic Designing,Oman,Gulf Indian High School,Male,2,Hybrid,8,Art,Intermediate,Coding for kids,5
student 6294,Python,India,Gulf Indian High School,Female,8,In-person,96,Mathematics,Applied Tech,Coding for kids,3
student 6295,3D Designing,Cook Islands,Gulf Indian High School,Female,2,Online,24,Art,Applied Tech,Robotics Innovative Learning,4
student 6296,Technology Innovative Learning,IndiaSpain,Gulf Indian High School,Male,1,In-person,48,Science,Applied Tech,Robotics Innovative Learning,4
student 6297,Young Web Developer,New Zealand,English Language Private School,Male,5,In-person,8,Science,Applied Tech,App Development,4
student 6298,Young Innovator,Singapore,English Language Private School,Male,5,In-person,48,Music,Beginner,Robotics Innovative Learning,4
student 6299,JAVA Programming,Switzerland,English Language Private School,Male,5,In-person,24,Science,Beginner,AI,4
student 6300,Young Game Developer,Poland,Gulf Indian High School,Male,7,Online,24,Music,Beginner,Coding for kids,4
student 6301,World Robot Olympiad (WRO),Syria,English Language Private School,Female,5,Online,96,Sports,Beginner,Robotics Innovative Learning,4
student 6302,"Public Speaking, Design Thinking and Junior Entrepreneur Program for Students",UAE,Gulf Indian High School,Male,FS 1,In-person,8,Mathematics,Beginner,Coding for kids,5
student 6303,Speech and Drama,Iraq,Gulf Indian High School,Female,1,Online,8,Mathematics,Proficiency,Python,4
student 6304,Electronics for Kids,Cook Islands,Gulf Indian High School,Male,1,In-person,8,Science,Applied Tech,Coding for kids,4
student 6305,"CIS, Dubai - Tech Innovator Year (7 -10)",New Zealand,English Language Private School,Female,7,Hybrid,24,Science,Applied Tech,Technology Innovative Learning,3
student 6306,Public Speaking,IndiaSpain,English Language Private School,Male,7,In-person,48,Mathematics,Proficiency,3D Designing,3
student 6307,Public Speaking & Entrepreneurship,IndiaSpain,Gulf Indian High School,Female,1,In-person,96,Music,Intermediate,App Development,5
student 6308,JAVA,UK,English Language Private School,Female,4,Online,8,Science,Beginner,App Development,4
student 6309,Public Speaking,Poland,Gulf Indian High School,Male,2,Online,24,Mathematics,Intermediate,Game Development,3
student 6310,Electronics for Kids,Cameroon,Gulf Indian High School,Female,1,Online,48,Mathematics,Beginner,Game Development,3
student 6311,Artificial Intelligence,Bahrain,Gulf Indian High School,Male,1,In-person,8,Technology,Proficiency,3D Designing,5
student 6312,Drone Technology & Aerodynamics,USA,English Language Private School,Female,4,In-person,48,Art,Proficiency,Game Development,4
student 6313,Public Speaking & Entrepreneurship,Pakistan,English Language Private School,Male,7,Online,24,Technology,Applied Tech,Technology Innovative Learning,3
student 6314,Gulf News - Artificial Intelligence,Palestine,English Language Private School,Male,4,Hybrid,48,Mathematics,Intermediate,Python,5
student 6315,Tech Summer Camp for Juniors,New Zealand,English Language Private School,Female,5,Hybrid,24,Mathematics,Applied Tech,Python,4
student 6316,Arduino,Bahrain,Gulf Indian High School,Male,1,Hybrid,96,Music,Proficiency,Coding for kids,3
student 6317,LEGO Robotics,Canada,Gulf Indian High School,Female,3,Hybrid,96,Mathematics,Applied Tech,Python,4
